SERIES,DESCRIPTION,,
XUDLERD,Spot exchange rate - Euro into US $,,
XUDLGBD,Spot exchange rate - Sterling into US$,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,
,,,
DATE,XUDLERD,XUDLGBD,XUDLJYD
16-Feb-07,0.762,0.5128,119.31
19-Feb-07,0.7609,0.5135,119.7
20-Feb-07,0.7602,0.511,120.11
21-Feb-07,0.7616,0.5122,120.99
22-Feb-07,0.7629,0.5122,121.44
23-Feb-07,0.7595,0.5095,121.08
26-Feb-07,0.7592,0.5094,120.54
27-Feb-07,0.755,0.5088,118.73
28-Feb-07,0.7569,0.5102,118.47
1-Mar-07,0.7597,0.5108,117.64
2-Mar-07,0.7593,0.5144,117.02
5-Mar-07,0.7634,0.5192,116.01
6-Mar-07,0.763,0.5193,116.25
7-Mar-07,0.7607,0.518,116.56
8-Mar-07,0.7618,0.5181,117.34
9-Mar-07,0.7625,0.5176,118.1
12-Mar-07,0.7584,0.5184,117.56
13-Mar-07,0.7576,0.5176,116.98
14-Mar-07,0.7561,0.5171,116.34
15-Mar-07,0.7548,0.5164,117.28
16-Mar-07,0.7513,0.5148,116.76
19-Mar-07,0.7519,0.5138,117.59
20-Mar-07,0.7524,0.5108,117.33
21-Mar-07,0.7516,0.5103,117.84
22-Mar-07,0.7486,0.5083,117.76
23-Mar-07,0.7518,0.5094,117.83
26-Mar-07,0.75,0.508,117.87
27-Mar-07,0.7492,0.5088,117.93
28-Mar-07,0.7481,0.5088,116.46
29-Mar-07,0.75,0.5094,117.9
30-Mar-07,0.7512,0.5099,118.06
2-Apr-07,0.7477,0.5056,117.82
3-Apr-07,0.7478,0.5054,118.78
4-Apr-07,0.7477,0.5058,118.62
5-Apr-07,0.7443,0.5072,118.55
10-Apr-07,0.744,0.507,119.08
11-Apr-07,0.7441,0.5053,119.33
12-Apr-07,0.741,0.5052,118.95
13-Apr-07,0.74,0.5043,119.3
16-Apr-07,0.7381,0.5025,119.81
17-Apr-07,0.737,0.4987,119.27
18-Apr-07,0.7362,0.4987,118.25
19-Apr-07,0.7349,0.4994,118.27
20-Apr-07,0.7357,0.4991,118.89
23-Apr-07,0.7371,0.4999,118.73
24-Apr-07,0.7341,0.4993,118.41
25-Apr-07,0.7321,0.4986,118.48
26-Apr-07,0.735,0.502,119.39
27-Apr-07,0.7322,0.4995,119.46
30-Apr-07,0.7328,0.5001,119.51
1-May-07,0.7355,0.5002,119.75
2-May-07,0.7355,0.5025,120.11
3-May-07,0.7372,0.503,120.35
4-May-07,0.736,0.502,120.24
8-May-07,0.7392,0.5025,119.87
9-May-07,0.7379,0.5008,119.71
10-May-07,0.7401,0.5043,120.43
11-May-07,0.7395,0.5044,120.1
14-May-07,0.7386,0.5049,120.36
15-May-07,0.7355,0.504,120.27
16-May-07,0.7366,0.5043,120.69
17-May-07,0.7412,0.5063,121.27
18-May-07,0.741,0.5065,121.21
21-May-07,0.743,0.5078,121.6
22-May-07,0.7428,0.5064,121.42
23-May-07,0.7413,0.5028,121.44
24-May-07,0.7443,0.5037,121.43
25-May-07,0.7432,0.5038,121.64
29-May-07,0.7417,0.5046,121.74
30-May-07,0.7446,0.5064,121.52
31-May-07,0.7432,0.5055,121.81
1-Jun-07,0.7452,0.5053,122.03
4-Jun-07,0.7416,0.5022,121.75
5-Jun-07,0.7395,0.5018,121.65
6-Jun-07,0.7411,0.5021,121.05
7-Jun-07,0.7429,0.5049,121.45
8-Jun-07,0.7486,0.5083,121.56
11-Jun-07,0.7493,0.5083,121.73
12-Jun-07,0.751,0.5067,121.76
13-Jun-07,0.7516,0.5069,122.33
14-Jun-07,0.7511,0.5078,122.92
15-Jun-07,0.7482,0.5058,123.52
18-Jun-07,0.7465,0.5048,123.66
19-Jun-07,0.7458,0.5032,123.38
20-Jun-07,0.7452,0.5018,123.65
21-Jun-07,0.7463,0.5019,123.66
22-Jun-07,0.7447,0.5011,124.09
25-Jun-07,0.7433,0.5009,123.74
26-Jun-07,0.7428,0.5002,123.09
27-Jun-07,0.7445,0.5008,122.48
28-Jun-07,0.7427,0.4994,122.97
29-Jun-07,0.7405,0.4984,123.51
2-Jul-07,0.7337,0.4966,122.31
3-Jul-07,0.7346,0.4959,122.33
4-Jul-07,0.7339,0.4961,122.62
5-Jul-07,0.7353,0.4974,122.82
6-Jul-07,0.7336,0.4967,123.2
9-Jul-07,0.7338,0.4963,123.31
10-Jul-07,0.7289,0.4941,122.08
11-Jul-07,0.7259,0.4916,121.84
12-Jul-07,0.7262,0.4929,122.46
13-Jul-07,0.726,0.492,122.24
16-Jul-07,0.7261,0.4911,122.07
17-Jul-07,0.7254,0.4891,122.22
18-Jul-07,0.7242,0.4873,121.83
19-Jul-07,0.7234,0.4878,122.01
20-Jul-07,0.7228,0.4866,121.2
23-Jul-07,0.7237,0.4859,121.35
24-Jul-07,0.7233,0.4851,120.66
25-Jul-07,0.7297,0.4879,120.25
26-Jul-07,0.7289,0.4887,119.31
27-Jul-07,0.7323,0.4925,118.8
30-Jul-07,0.7309,0.494,118.46
31-Jul-07,0.7304,0.4921,119.07
1-Aug-07,0.7312,0.4928,118.55
2-Aug-07,0.7313,0.492,118.99
3-Aug-07,0.7264,0.4905,118.37
6-Aug-07,0.7248,0.4923,117.8
7-Aug-07,0.7265,0.4948,118.4
8-Aug-07,0.7236,0.4905,119.64
9-Aug-07,0.7297,0.4926,118.66
10-Aug-07,0.7311,0.4951,117.78
13-Aug-07,0.7345,0.4971,118.37
14-Aug-07,0.7369,0.5,117.93
15-Aug-07,0.7424,0.5023,117.25
16-Aug-07,0.7462,0.5046,114.23
17-Aug-07,0.7401,0.5035,113.78
20-Aug-07,0.7418,0.5036,114.83
21-Aug-07,0.7412,0.5042,114.34
22-Aug-07,0.7398,0.5022,115.03
23-Aug-07,0.7366,0.4986,116.25
24-Aug-07,0.7332,0.4976,115.91
28-Aug-07,0.7329,0.4976,114.95
29-Aug-07,0.7326,0.4964,115.09
30-Aug-07,0.7332,0.4962,115.8
31-Aug-07,0.7335,0.4958,115.92
3-Sep-07,0.7348,0.4955,115.87
4-Sep-07,0.736,0.4975,116.2
5-Sep-07,0.7325,0.4951,115.35
6-Sep-07,0.7304,0.4946,115.25
7-Sep-07,0.7265,0.4938,113.45
10-Sep-07,0.725,0.493,113.29
11-Sep-07,0.7228,0.4926,114.1
12-Sep-07,0.7201,0.4924,114.2
13-Sep-07,0.7204,0.4933,115.41
14-Sep-07,0.721,0.4971,115.07
17-Sep-07,0.7211,0.5,115.02
18-Sep-07,0.721,0.5008,115.81
19-Sep-07,0.7164,0.5002,116.27
20-Sep-07,0.7099,0.4965,114.55
21-Sep-07,0.7095,0.4949,115.41
24-Sep-07,0.7095,0.4945,114.97
25-Sep-07,0.708,0.496,114.36
26-Sep-07,0.7081,0.4962,115.7
27-Sep-07,0.7066,0.4941,115.67
28-Sep-07,0.703,0.4908,115.02
1-Oct-07,0.7021,0.4895,115.66
2-Oct-07,0.7066,0.49,115.9
3-Oct-07,0.7069,0.4909,116.75
4-Oct-07,0.7075,0.4899,116.46
5-Oct-07,0.7071,0.4898,116.7
8-Oct-07,0.711,0.4908,117.58
9-Oct-07,0.7098,0.4917,116.99
10-Oct-07,0.706,0.4893,117.08
11-Oct-07,0.7023,0.4906,117.58
12-Oct-07,0.7057,0.4915,117.43
15-Oct-07,0.703,0.4897,117.46
16-Oct-07,0.7064,0.4922,116.57
17-Oct-07,0.7044,0.4907,116.68
18-Oct-07,0.7002,0.4887,115.67
19-Oct-07,0.7019,0.4888,114.94
22-Oct-07,0.7069,0.4932,114.06
23-Oct-07,0.702,0.4882,114.67
24-Oct-07,0.7029,0.4886,114.08
25-Oct-07,0.699,0.4879,114.25
26-Oct-07,0.695,0.4873,114.15
29-Oct-07,0.6942,0.4852,114.7
30-Oct-07,0.6933,0.4838,114.72
31-Oct-07,0.6911,0.4814,115.29
1-Nov-07,0.6927,0.4804,114.88
2-Nov-07,0.6905,0.4803,114.76
5-Nov-07,0.6911,0.4806,114.5
6-Nov-07,0.6872,0.479,114.31
7-Nov-07,0.6818,0.4753,113.25
8-Nov-07,0.6808,0.4744,112.76
9-Nov-07,0.6813,0.4774,110.65
12-Nov-07,0.6879,0.4856,109.38
13-Nov-07,0.6848,0.4825,110.23
14-Nov-07,0.6806,0.4842,111.4
15-Nov-07,0.6837,0.4889,110.93
16-Nov-07,0.6834,0.4888,110.61
19-Nov-07,0.6824,0.4874,110.18
20-Nov-07,0.6765,0.4844,110.16
21-Nov-07,0.6745,0.4866,108.42
22-Nov-07,0.6735,0.4852,108.56
23-Nov-07,0.6757,0.4867,108.02
26-Nov-07,0.6739,0.4836,108.26
27-Nov-07,0.6729,0.4831,108.57
28-Nov-07,0.6776,0.4828,109.96
29-Nov-07,0.677,0.4848,109.67
30-Nov-07,0.6812,0.4864,110.88
3-Dec-07,0.6821,0.4837,110.47
4-Dec-07,0.6778,0.4857,109.62
5-Dec-07,0.6823,0.4932,110.93
6-Dec-07,0.6839,0.4937,111.36
7-Dec-07,0.6825,0.4927,111.67
10-Dec-07,0.6796,0.4887,111.71
11-Dec-07,0.6806,0.4904,111.61
12-Dec-07,0.6812,0.4889,112.24
13-Dec-07,0.6847,0.4907,112.14
14-Dec-07,0.6927,0.4951,113.36
17-Dec-07,0.6956,0.4963,113.24
18-Dec-07,0.6943,0.4955,113.21
19-Dec-07,0.695,0.4992,113.37
20-Dec-07,0.6972,0.5047,112.91
21-Dec-07,0.6958,0.504,113.92
24-Dec-07,0.6945,0.5049,114.19
27-Dec-07,0.6864,0.503,114.16
28-Dec-07,0.6801,0.5018,113.13
31-Dec-07,0.684,0.5023,111.7
2-Jan-08,0.6791,0.5052,109.75
3-Jan-08,0.6792,0.5073,109.52
4-Jan-08,0.6768,0.5065,108.23
7-Jan-08,0.6794,0.5062,108.69
8-Jan-08,0.6796,0.5067,109.71
9-Jan-08,0.6817,0.5106,109.54
10-Jan-08,0.6786,0.5109,109.48
11-Jan-08,0.676,0.5106,109.02
14-Jan-08,0.6719,0.5105,108.01
15-Jan-08,0.6732,0.5073,106.82
16-Jan-08,0.681,0.5089,106.84
17-Jan-08,0.6808,0.5058,107.13
18-Jan-08,0.6837,0.5118,107.07
21-Jan-08,0.6907,0.5142,105.84
22-Jan-08,0.6842,0.51,106.82
23-Jan-08,0.687,0.513,105.73
24-Jan-08,0.6798,0.5072,106.67
25-Jan-08,0.6804,0.5042,107.3
28-Jan-08,0.6759,0.5032,106.79
29-Jan-08,0.6772,0.5032,106.92
30-Jan-08,0.6763,0.5029,107.35
31-Jan-08,0.6754,0.503,106.32
1-Feb-08,0.6746,0.508,106.25
4-Feb-08,0.6749,0.5061,106.78
5-Feb-08,0.6829,0.509,106.92
6-Feb-08,0.6822,0.5102,106.74
7-Feb-08,0.6895,0.515,106.62
8-Feb-08,0.6898,0.5138,107.45
11-Feb-08,0.6898,0.5134,106.76
12-Feb-08,0.6853,0.5101,107.43
13-Feb-08,0.6866,0.5095,108.24
14-Feb-08,0.6839,0.5072,108.17
15-Feb-08,0.6807,0.5095,107.62
18-Feb-08,0.6825,0.5123,108.21
19-Feb-08,0.6782,0.5125,107.54
20-Feb-08,0.6827,0.5153,108.03
21-Feb-08,0.6761,0.5102,107.51
22-Feb-08,0.675,0.5084,106.96
25-Feb-08,0.6743,0.5082,108.09
26-Feb-08,0.672,0.507,107.65
27-Feb-08,0.6624,0.5029,106.52
28-Feb-08,0.6588,0.5026,105.77
29-Feb-08,0.6588,0.5027,104.1
3-Mar-08,0.6579,0.5044,103.39
4-Mar-08,0.6564,0.5035,102.79
5-Mar-08,0.6549,0.5026,103.96
6-Mar-08,0.6511,0.4977,103.09
7-Mar-08,0.6512,0.4965,102.98
10-Mar-08,0.6506,0.4959,101.82
11-Mar-08,0.6524,0.4991,102.88
12-Mar-08,0.6454,0.4948,102.4
13-Mar-08,0.6417,0.4924,100.59
14-Mar-08,0.6409,0.4928,100.21
17-Mar-08,0.6344,0.4998,96.91
18-Mar-08,0.6336,0.4947,98.24
19-Mar-08,0.6393,0.5036,99.35
20-Mar-08,0.6486,0.5045,98.78
25-Mar-08,0.6412,0.5001,100.08
26-Mar-08,0.6345,0.4995,99.13
27-Mar-08,0.633,0.4976,99.88
28-Mar-08,0.6346,0.5028,99.72
31-Mar-08,0.6311,0.5031,99.52
1-Apr-08,0.6412,0.5062,101.86
2-Apr-08,0.6406,0.5047,102.69
3-Apr-08,0.6396,0.5012,102.27
4-Apr-08,0.6352,0.5014,101.57
7-Apr-08,0.6365,0.5026,102.53
8-Apr-08,0.6366,0.5081,102.58
9-Apr-08,0.6338,0.5066,102.29
10-Apr-08,0.6333,0.5054,100.99
11-Apr-08,0.6321,0.5072,101.1
14-Apr-08,0.6313,0.5041,100.72
15-Apr-08,0.6328,0.5096,101.35
16-Apr-08,0.627,0.5061,101.31
17-Apr-08,0.6288,0.5037,102.37
18-Apr-08,0.6356,0.5007,104.46
21-Apr-08,0.6282,0.5048,103.13
22-Apr-08,0.626,0.5014,103.19
23-Apr-08,0.6298,0.505,103.62
24-Apr-08,0.6369,0.5069,104.02
25-Apr-08,0.6386,0.5029,104.13
28-Apr-08,0.6393,0.5013,104.49
29-Apr-08,0.6407,0.5073,103.37
30-Apr-08,0.6422,0.505,104.51
1-May-08,0.6472,0.5064,104.08
2-May-08,0.6491,0.5063,105.32
6-May-08,0.6429,0.5059,104.43
7-May-08,0.6495,0.5125,105.34
8-May-08,0.6485,0.5112,103.62
9-May-08,0.648,0.5138,103.23
12-May-08,0.6451,0.5099,103.67
13-May-08,0.6457,0.5137,104.45
14-May-08,0.647,0.515,105.26
15-May-08,0.6461,0.5138,104.81
16-May-08,0.643,0.5118,104.08
19-May-08,0.6446,0.5131,104.48
20-May-08,0.6395,0.508,103.84
21-May-08,0.6342,0.5091,103.27
22-May-08,0.6363,0.5047,103.95
23-May-08,0.6342,0.5046,103.37
27-May-08,0.6361,0.5064,104.1
28-May-08,0.6399,0.5049,104.75
29-May-08,0.6438,0.5058,105.41
30-May-08,0.6435,0.506,105.57
2-Jun-08,0.644,0.5092,104.55
3-Jun-08,0.6468,0.5085,105.26
4-Jun-08,0.6473,0.5118,105.03
5-Jun-08,0.6437,0.5116,106.11
6-Jun-08,0.6355,0.5077,105.32
9-Jun-08,0.6358,0.5059,106.07
10-Jun-08,0.646,0.5121,107.19
11-Jun-08,0.6436,0.5093,106.77
12-Jun-08,0.6486,0.5139,108.03
13-Jun-08,0.6517,0.5142,108.02
16-Jun-08,0.6468,0.5093,108.28
17-Jun-08,0.645,0.5121,108.14
18-Jun-08,0.6445,0.5106,107.9
19-Jun-08,0.6456,0.5073,107.98
20-Jun-08,0.6397,0.5062,107.39
23-Jun-08,0.6458,0.5104,107.92
24-Jun-08,0.6413,0.5073,107.71
25-Jun-08,0.6425,0.5081,108.17
26-Jun-08,0.635,0.5028,107.19
27-Jun-08,0.6349,0.5022,106.14
30-Jun-08,0.6347,0.5025,106.01
1-Jul-08,0.6348,0.5022,106.01
2-Jul-08,0.6303,0.502,106.11
3-Jul-08,0.6364,0.5044,106.68
4-Jul-08,0.6373,0.5045,106.73
7-Jul-08,0.6384,0.5077,107.52
8-Jul-08,0.6378,0.5072,107.21
9-Jul-08,0.6356,0.5054,107.12
10-Jul-08,0.6332,0.5056,106.89
11-Jul-08,0.6286,0.5029,106.04
14-Jul-08,0.6291,0.5021,106.45
15-Jul-08,0.6261,0.4988,104.37
16-Jul-08,0.6321,0.5009,104.81
17-Jul-08,0.6296,0.4983,105.61
18-Jul-08,0.6308,0.5009,106.73
21-Jul-08,0.6304,0.501,106.84
22-Jul-08,0.6315,0.5009,106.89
23-Jul-08,0.6371,0.5008,107.83
24-Jul-08,0.6381,0.5043,107.63
25-Jul-08,0.6381,0.5032,107.9
28-Jul-08,0.6354,0.5022,107.62
29-Jul-08,0.6412,0.5048,108.19
30-Jul-08,0.6427,0.5052,108.2
31-Jul-08,0.6409,0.5048,108.07
1-Aug-08,0.6425,0.5066,107.53
4-Aug-08,0.6406,0.5087,107.98
5-Aug-08,0.6457,0.5115,108.05
6-Aug-08,0.6485,0.5126,109.14
7-Aug-08,0.6504,0.5143,109.59
8-Aug-08,0.6653,0.5219,110.18
11-Aug-08,0.6667,0.5215,109.9
12-Aug-08,0.6707,0.526,109.73
13-Aug-08,0.6726,0.5362,108.64
14-Aug-08,0.6713,0.5333,109.58
15-Aug-08,0.6809,0.5367,110.45
18-Aug-08,0.6801,0.536,110.27
19-Aug-08,0.6801,0.537,109.74
20-Aug-08,0.679,0.538,109.9
21-Aug-08,0.672,0.533,108.26
22-Aug-08,0.675,0.5382,109.93
26-Aug-08,0.6826,0.5439,109.84
27-Aug-08,0.6799,0.544,109.73
28-Aug-08,0.6793,0.5467,109.41
29-Aug-08,0.6793,0.5483,108.52
1-Sep-08,0.6853,0.5559,108.13
2-Sep-08,0.6887,0.5598,108.84
3-Sep-08,0.6916,0.5629,108.43
4-Sep-08,0.6954,0.5642,108.09
5-Sep-08,0.701,0.566,106.45
8-Sep-08,0.7039,0.5668,107.97
9-Sep-08,0.7075,0.5669,107.46
10-Sep-08,0.7114,0.5697,107.56
11-Sep-08,0.7182,0.5712,106.52
12-Sep-08,0.7054,0.5599,107.29
15-Sep-08,0.7047,0.5575,106.24
16-Sep-08,0.7083,0.5636,104.89
17-Sep-08,0.7046,0.5569,104.75
18-Sep-08,0.6956,0.5497,104.88
19-Sep-08,0.6942,0.5456,106.8
22-Sep-08,0.6832,0.5423,106.78
23-Sep-08,0.679,0.5391,105.73
24-Sep-08,0.6819,0.5399,106.03
25-Sep-08,0.6817,0.5414,106.42
26-Sep-08,0.6846,0.5425,106.03
29-Sep-08,0.6928,0.5527,104.85
30-Sep-08,0.7117,0.5611,106.17
1-Oct-08,0.7142,0.5648,105.59
2-Oct-08,0.7245,0.5687,105.28
3-Oct-08,0.7241,0.5634,105.83
6-Oct-08,0.7409,0.5767,101.16
7-Oct-08,0.7331,0.5681,102.54
8-Oct-08,0.733,0.577,100
9-Oct-08,0.7327,0.5801,100.68
10-Oct-08,0.7388,0.5875,99.86
13-Oct-08,0.736,0.5742,100.8
14-Oct-08,0.7336,0.5704,102.43
15-Oct-08,0.7363,0.5729,101.34
16-Oct-08,0.746,0.5804,100.4
17-Oct-08,0.7434,0.5794,101.4
20-Oct-08,0.7517,0.5836,101.52
21-Oct-08,0.7583,0.5897,100.98
22-Oct-08,0.7748,0.6122,98.92
23-Oct-08,0.7762,0.6174,97.56
24-Oct-08,0.7851,0.6314,93.17
27-Oct-08,0.8035,0.6465,93.3
28-Oct-08,0.8015,0.6414,95.69
29-Oct-08,0.7783,0.6136,97.49
30-Oct-08,0.7782,0.6149,97.49
31-Oct-08,0.7888,0.6189,98.36
3-Nov-08,0.784,0.631,98.94
4-Nov-08,0.771,0.6221,99.71
5-Nov-08,0.7658,0.6187,99.4
6-Nov-08,0.7823,0.6292,98.06
7-Nov-08,0.7822,0.6344,98.24
10-Nov-08,0.78,0.6369,98.61
11-Nov-08,0.7971,0.6486,97.45
12-Nov-08,0.7987,0.6645,95.54
13-Nov-08,0.7956,0.6752,95.93
14-Nov-08,0.7886,0.6744,96.79
17-Nov-08,0.791,0.6675,96.59
18-Nov-08,0.7906,0.6661,97.39
19-Nov-08,0.7902,0.6617,96.9
20-Nov-08,0.7985,0.6768,95.03
21-Nov-08,0.7996,0.6764,94.99
24-Nov-08,0.7795,0.6627,96.39
25-Nov-08,0.7698,0.6537,95.55
26-Nov-08,0.7757,0.6494,95.06
27-Nov-08,0.7768,0.6489,95.58
28-Nov-08,0.7882,0.6517,95.25
1-Dec-08,0.7938,0.6739,93.81
2-Dec-08,0.7863,0.6695,93.58
3-Dec-08,0.7878,0.6747,93.33
4-Dec-08,0.7852,0.6807,92.82
5-Dec-08,0.7888,0.6865,92.05
8-Dec-08,0.7735,0.6729,93.04
9-Dec-08,0.7754,0.6757,92.6
10-Dec-08,0.7698,0.6748,92.8
11-Dec-08,0.7557,0.6692,91.8
12-Dec-08,0.7478,0.6701,91.23
15-Dec-08,0.7314,0.651,90.49
16-Dec-08,0.7267,0.654,90.09
17-Dec-08,0.6981,0.6483,87.95
18-Dec-08,0.6907,0.6519,89.22
19-Dec-08,0.7177,0.6703,89.54
22-Dec-08,0.7182,0.6787,90.36
23-Dec-08,0.7175,0.6806,90.56
24-Dec-08,0.7149,0.6793,90.58
29-Dec-08,0.7026,0.6869,90.08
30-Dec-08,0.707,0.6931,90.18
31-Dec-08,0.7194,0.6956,90.55
2-Jan-09,0.7176,0.6896,90.97
5-Jan-09,0.7334,0.6865,93.06
6-Jan-09,0.7476,0.6809,94.48
7-Jan-09,0.7327,0.6596,92.82
8-Jan-09,0.7289,0.6579,91.24
9-Jan-09,0.7402,0.6566,90.22
12-Jan-09,0.7488,0.6738,89.22
13-Jan-09,0.759,0.6869,89.57
14-Jan-09,0.7596,0.6873,88.8
15-Jan-09,0.7655,0.6866,89.72
16-Jan-09,0.7547,0.6741,90.63
19-Jan-09,0.7605,0.6887,90.4
20-Jan-09,0.7745,0.716,90.15
21-Jan-09,0.7769,0.7282,87.64
22-Jan-09,0.7716,0.7274,88.69
23-Jan-09,0.7819,0.7316,89.4
26-Jan-09,0.7614,0.7175,89.47
27-Jan-09,0.7592,0.7057,88.88
28-Jan-09,0.7563,0.6991,89.71
29-Jan-09,0.7645,0.6982,89.89
30-Jan-09,0.7803,0.6937,89.81
2-Feb-09,0.7809,0.7061,89.86
3-Feb-09,0.7711,0.6966,89.13
4-Feb-09,0.7762,0.6875,89.71
5-Feb-09,0.7789,0.6836,90.26
6-Feb-09,0.7781,0.6787,91.55
9-Feb-09,0.7652,0.6706,91.68
10-Feb-09,0.7671,0.6807,91.19
11-Feb-09,0.7751,0.6968,90.29
12-Feb-09,0.7828,0.7019,90.65
13-Feb-09,0.7745,0.6928,91.96
16-Feb-09,0.7813,0.7022,91.87
17-Feb-09,0.7952,0.7015,92.42
18-Feb-09,0.7981,0.7047,93.6
19-Feb-09,0.788,0.6987,94.09
20-Feb-09,0.7928,0.6983,94.18
23-Feb-09,0.7854,0.687,94.47
24-Feb-09,0.7841,0.6933,96.76
25-Feb-09,0.7877,0.7024,97.04
26-Feb-09,0.7843,0.6962,98.38
27-Feb-09,0.7874,0.7015,97.84
2-Mar-09,0.7943,0.714,97.57
3-Mar-09,0.7959,0.712,98.51
4-Mar-09,0.7962,0.7088,99.4
5-Mar-09,0.7969,0.7081,98.24
6-Mar-09,0.7898,0.7067,97.8
9-Mar-09,0.7915,0.727,98.88
10-Mar-09,0.7842,0.7224,98.4
11-Mar-09,0.7828,0.726,97.76
12-Mar-09,0.7814,0.7242,97.87
13-Mar-09,0.7757,0.7158,98.05
16-Mar-09,0.7694,0.7097,98.18
17-Mar-09,0.7709,0.7134,98.86
18-Mar-09,0.7628,0.7158,98.09
19-Mar-09,0.7283,0.6857,93.86
20-Mar-09,0.7371,0.6929,96.19
23-Mar-09,0.737,0.6899,97.32
24-Mar-09,0.7394,0.679,97.87
25-Mar-09,0.7387,0.6855,97.71
26-Mar-09,0.7375,0.6898,98.48
27-Mar-09,0.7516,0.6982,98
30-Mar-09,0.7596,0.7048,96.91
31-Mar-09,0.7532,0.6978,98.77
1-Apr-09,0.7559,0.6954,98.81
2-Apr-09,0.7438,0.6784,99.48
3-Apr-09,0.7449,0.6754,99.69
6-Apr-09,0.7459,0.6758,100.79
7-Apr-09,0.7535,0.678,100.53
8-Apr-09,0.7559,0.6829,100.04
9-Apr-09,0.7572,0.6824,100.34
14-Apr-09,0.7544,0.6714,99.25
15-Apr-09,0.7588,0.6674,99.41
16-Apr-09,0.7581,0.6706,99.18
17-Apr-09,0.7666,0.6754,98.96
20-Apr-09,0.7739,0.6878,98.35
21-Apr-09,0.772,0.6841,98.33
22-Apr-09,0.7683,0.6879,98.07
23-Apr-09,0.7664,0.6845,97.94
24-Apr-09,0.7547,0.6796,97.4
27-Apr-09,0.7617,0.682,96.64
28-Apr-09,0.7646,0.6822,96.6
29-Apr-09,0.7537,0.6772,96.98
30-Apr-09,0.7547,0.6748,98.33
1-May-09,0.7547,0.6731,99.34
5-May-09,0.7492,0.6634,98.85
6-May-09,0.7519,0.6645,98.71
7-May-09,0.7456,0.6648,98.93
8-May-09,0.7416,0.6639,98.93
11-May-09,0.7341,0.6617,97.66
12-May-09,0.7328,0.6549,96.56
13-May-09,0.7351,0.6597,96.07
14-May-09,0.736,0.6605,95.63
15-May-09,0.7355,0.6554,95.34
18-May-09,0.7412,0.6533,95.78
19-May-09,0.7346,0.645,96.18
20-May-09,0.7255,0.6391,95.35
21-May-09,0.7263,0.6362,94.58
22-May-09,0.7148,0.6297,94.67
26-May-09,0.715,0.6272,94.78
27-May-09,0.7179,0.6237,95.14
28-May-09,0.7173,0.6262,96.74
29-May-09,0.7065,0.6202,95.46
1-Jun-09,0.7063,0.6087,96.62
2-Jun-09,0.6993,0.6038,95.96
3-Jun-09,0.7049,0.6104,95.75
4-Jun-09,0.7049,0.6171,96.36
5-Jun-09,0.714,0.6245,98
8-Jun-09,0.7215,0.6256,98.66
9-Jun-09,0.7141,0.6146,97.48
10-Jun-09,0.7139,0.6111,98.12
11-Jun-09,0.7106,0.6053,97.91
12-Jun-09,0.7144,0.6075,98.26
15-Jun-09,0.7228,0.6121,97.98
16-Jun-09,0.72,0.6083,96.67
17-Jun-09,0.7212,0.6139,95.67
18-Jun-09,0.7162,0.6118,96.32
19-Jun-09,0.7181,0.6085,96.73
22-Jun-09,0.7205,0.61,95.96
23-Jun-09,0.7138,0.613,95.29
24-Jun-09,0.7127,0.6065,95.37
25-Jun-09,0.7192,0.6137,96.35
26-Jun-09,0.7108,0.6054,95.35
29-Jun-09,0.7113,0.6043,95.7
30-Jun-09,0.7129,0.6072,96.5
1-Jul-09,0.7078,0.6068,96.67
2-Jul-09,0.7134,0.6109,95.96
3-Jul-09,0.7142,0.6119,96.07
6-Jul-09,0.7183,0.6173,94.77
7-Jul-09,0.7143,0.6179,95.07
8-Jul-09,0.7196,0.6217,94.14
9-Jul-09,0.7153,0.616,92.81
10-Jul-09,0.7173,0.6171,92.24
13-Jul-09,0.7169,0.621,92.56
14-Jul-09,0.7172,0.6145,93
15-Jul-09,0.71,0.6091,93.88
16-Jul-09,0.7086,0.6086,93.64
17-Jul-09,0.7087,0.6126,94.09
20-Jul-09,0.7036,0.6071,94.55
21-Jul-09,0.7028,0.6075,93.65
22-Jul-09,0.7038,0.6085,93.69
23-Jul-09,0.7019,0.605,94.84
24-Jul-09,0.7042,0.6092,94.7
27-Jul-09,0.7031,0.6062,95.32
28-Jul-09,0.7053,0.6072,94.54
29-Jul-09,0.7111,0.6094,95
30-Jul-09,0.7111,0.6064,95.61
31-Jul-09,0.7054,0.6032,95.18
3-Aug-09,0.6936,0.5907,95.22
4-Aug-09,0.6946,0.5916,95.28
5-Aug-09,0.6951,0.5895,94.91
6-Aug-09,0.6961,0.5952,95.57
7-Aug-09,0.7038,0.5996,97.43
10-Aug-09,0.7061,0.6048,97.36
11-Aug-09,0.7071,0.6061,95.89
12-Aug-09,0.7036,0.6047,96.23
13-Aug-09,0.6996,0.6027,95.47
14-Aug-09,0.7024,0.605,94.52
17-Aug-09,0.7106,0.6131,94.43
18-Aug-09,0.7089,0.605,94.74
19-Aug-09,0.7034,0.6062,93.75
20-Aug-09,0.7024,0.6066,94.33
21-Aug-09,0.6993,0.6058,94.58
24-Aug-09,0.6983,0.6093,94.88
25-Aug-09,0.6979,0.6107,94.34
26-Aug-09,0.7026,0.6168,94.35
27-Aug-09,0.7029,0.6182,93.52
28-Aug-09,0.6957,0.6131,93.47
1-Sep-09,0.6991,0.6163,93.11
