SERIES,DESCRIPTION,,
XUDLERD,Spot exchange rate - Euro into US $,,
XUDLGBD,Spot exchange rate - Sterling into US$,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,
,,,
DATE,XUDLERD,XUDLGBD,XUDLJYD
3-Jan-86,1.1313,0.6946,202.36
6-Jan-86,1.1258,0.6936,202.15
7-Jan-86,1.1184,0.6942,201.3
8-Jan-86,1.1241,0.6923,201.78
9-Jan-86,1.1292,0.6922,202.25
10-Jan-86,1.1231,0.686,202.09
13-Jan-86,1.1406,0.6971,203.06
14-Jan-86,1.1352,0.6949,202.75
15-Jan-86,1.1286,0.6935,202.31
16-Jan-86,1.1306,0.6939,202.32
17-Jan-86,1.1305,0.6949,202.33
20-Jan-86,1.1349,0.706,202.4
21-Jan-86,1.1261,0.7095,202.24
22-Jan-86,1.1196,0.7151,201.2
23-Jan-86,1.1254,0.7262,201.98
24-Jan-86,1.1151,0.7205,196.85
27-Jan-86,1.1049,0.7223,195.88
28-Jan-86,1.1028,0.7112,195.7
29-Jan-86,1.0979,0.7139,193.85
30-Jan-86,1.0942,0.7095,192.94
31-Jan-86,1.0991,0.7099,192.87
3-Feb-86,1.1014,0.721,191.41
4-Feb-86,1.1121,0.726,192.3
5-Feb-86,1.0977,0.7181,190.72
6-Feb-86,1.0954,0.7134,189.97
7-Feb-86,1.1056,0.7133,190.92
10-Feb-86,1.0973,0.712,188.51
11-Feb-86,1.0922,0.708,187.45
12-Feb-86,1.0865,0.7075,186.15
13-Feb-86,1.0831,0.7075,183
14-Feb-86,1.0794,0.7059,181.92
17-Feb-86,1.0756,0.7037,180.3
18-Feb-86,1.0786,0.701,181.21
19-Feb-86,1.0527,0.6849,177.86
20-Feb-86,1.0602,0.6878,180.6
21-Feb-86,1.0603,0.6905,182.62
24-Feb-86,1.0527,0.6844,182.57
25-Feb-86,1.0383,0.6711,181.67
26-Feb-86,1.0288,0.6713,181.45
27-Feb-86,1.025,0.675,179.9
28-Feb-86,1.0263,0.6894,180.7
3-Mar-86,1.0241,0.6957,180.1
4-Mar-86,1.0151,0.6842,179.2
5-Mar-86,1.0291,0.6856,180
6-Mar-86,1.0364,0.6875,179.71
7-Mar-86,1.0273,0.6852,179.38
10-Mar-86,1.0496,0.6941,180.7
11-Mar-86,1.0417,0.6842,179.87
12-Mar-86,1.0474,0.6787,180.13
13-Mar-86,1.0548,0.6863,179.75
14-Mar-86,1.0405,0.6823,177.1
17-Mar-86,1.0335,0.6821,175.6
18-Mar-86,1.0345,0.6793,175.25
19-Mar-86,1.0399,0.6772,177.13
20-Mar-86,1.0363,0.6714,176.15
21-Mar-86,1.0334,0.6649,175.93
24-Mar-86,1.0511,0.6727,178.75
25-Mar-86,1.0751,0.6861,180.22
26-Mar-86,1.0711,0.6793,179.82
27-Mar-86,1.0714,0.6766,179.6
1-Apr-86,1.0713,0.6802,177.7
2-Apr-86,1.0861,0.6793,179.21
3-Apr-86,1.1005,0.6847,179.74
4-Apr-86,1.1132,0.6908,180.67
7-Apr-86,1.112,0.6888,182.85
8-Apr-86,1.0832,0.6766,179.92
9-Apr-86,1.0776,0.6835,180.05
10-Apr-86,1.0803,0.6831,179.2
11-Apr-86,1.0655,0.6748,178
14-Apr-86,1.0723,0.6754,179.16
15-Apr-86,1.073,0.6769,178.6
16-Apr-86,1.0466,0.6649,176.83
17-Apr-86,1.0321,0.656,175.55
18-Apr-86,1.0293,0.6592,174.14
21-Apr-86,1.0242,0.662,171.85
22-Apr-86,1.0203,0.6603,170.05
23-Apr-86,1.0175,0.6554,168.1
24-Apr-86,1.0217,0.651,168.64
25-Apr-86,1.0123,0.6527,168.6
28-Apr-86,1.0055,0.6443,167.05
29-Apr-86,1.0072,0.6438,167.61
30-Apr-86,1.0062,0.6437,167.6
1-May-86,1.0211,0.6529,169.55
2-May-86,1.0214,0.6549,169.35
6-May-86,1.026,0.6525,166.4
7-May-86,1.0236,0.6508,165.75
8-May-86,1.0097,0.6454,163.65
9-May-86,1.0101,0.6502,162.4
12-May-86,1.0081,0.6466,161
13-May-86,1.0094,0.6465,162
14-May-86,1.0171,0.6514,163.7
15-May-86,1.017,0.6503,163.25
16-May-86,1.0274,0.6564,165.45
19-May-86,1.0312,0.6583,167.85
20-May-86,1.0381,0.6583,168.07
21-May-86,1.0419,0.6594,168.72
22-May-86,1.0549,0.6684,169.32
23-May-86,1.0584,0.6716,169.87
27-May-86,1.0583,0.6682,169.72
28-May-86,1.0567,0.6658,168.85
29-May-86,1.0647,0.668,170.07
30-May-86,1.0778,0.6791,174.45
2-Jun-86,1.0785,0.6776,175.44
3-Jun-86,1.055,0.6689,171.45
4-Jun-86,1.0542,0.6721,171.2
5-Jun-86,1.0445,0.6719,170.35
6-Jun-86,1.033,0.6629,167.35
9-Jun-86,1.0382,0.6675,167.9
10-Jun-86,1.0318,0.6603,166.91
11-Jun-86,1.0256,0.6525,165.87
12-Jun-86,1.0242,0.6546,165.7
13-Jun-86,1.0265,0.657,165.36
16-Jun-86,1.0233,0.6576,165.55
17-Jun-86,1.0343,0.664,166.87
18-Jun-86,1.0417,0.6666,167.75
19-Jun-86,1.0382,0.6651,166.92
20-Jun-86,1.0426,0.6662,167.7
23-Jun-86,1.0519,0.6702,168.7
24-Jun-86,1.0335,0.6616,166.56
25-Jun-86,1.0268,0.6563,165.7
26-Jun-86,1.032,0.659,166.02
27-Jun-86,1.0267,0.6549,165.66
30-Jun-86,1.0207,0.6521,163.61
1-Jul-86,1.0137,0.6472,162.9
2-Jul-86,1.0153,0.65,163.13
3-Jul-86,1.01,0.6475,161.47
4-Jul-86,1.0104,0.6489,160.55
7-Jul-86,1.0107,0.6507,160.42
8-Jul-86,1.013,0.6513,160.85
9-Jul-86,1.015,0.6549,160.95
10-Jul-86,1.0123,0.6594,160.31
11-Jul-86,1.0153,0.6629,160.88
14-Jul-86,1.0156,0.6741,160.25
15-Jul-86,1.0084,0.668,159.5
16-Jul-86,1.0032,0.6635,158.4
17-Jul-86,1.0014,0.6607,157
18-Jul-86,1.0011,0.6689,157
21-Jul-86,0.9934,0.6666,155.5
22-Jul-86,0.9954,0.6699,156.36
23-Jul-86,0.9993,0.6716,157.9
24-Jul-86,0.996,0.6709,156.5
25-Jul-86,1.0032,0.6729,158.05
28-Jul-86,0.9936,0.6803,156.82
29-Jul-86,0.9887,0.6737,155.87
30-Jul-86,0.9877,0.6716,155.9
31-Jul-86,0.9791,0.6702,154.1
1-Aug-86,0.9772,0.672,154
4-Aug-86,0.9734,0.6812,153.82
5-Aug-86,0.9792,0.6739,155.12
6-Aug-86,0.9733,0.6758,154.37
7-Aug-86,0.9683,0.6777,153.72
8-Aug-86,0.9699,0.6783,154.02
11-Aug-86,0.9646,0.674,153.77
12-Aug-86,0.9704,0.6739,154.45
13-Aug-86,0.9693,0.6731,154.26
14-Aug-86,0.9651,0.671,153.67
15-Aug-86,0.9657,0.6692,153.93
18-Aug-86,0.9678,0.6699,153.96
19-Aug-86,0.964,0.6651,153.46
20-Aug-86,0.9615,0.6653,153.45
21-Aug-86,0.961,0.6673,153.25
22-Aug-86,0.9585,0.6696,153.38
26-Aug-86,0.9617,0.6738,154.84
27-Aug-86,0.9616,0.6732,154.75
28-Aug-86,0.9645,0.6764,156.15
29-Aug-86,0.9578,0.6723,154.7
1-Sep-86,0.9533,0.6711,153.9
2-Sep-86,0.9552,0.6709,154.22
3-Sep-86,0.953,0.6673,154.6
4-Sep-86,0.953,0.6648,154.82
5-Sep-86,0.9594,0.6677,155.1
8-Sep-86,0.9707,0.672,156.02
9-Sep-86,0.9669,0.6732,155.62
10-Sep-86,0.9691,0.6744,154.76
11-Sep-86,0.9802,0.6775,156.2
12-Sep-86,0.9692,0.6784,155.55
15-Sep-86,0.9628,0.6745,154.99
16-Sep-86,0.9627,0.6764,156.32
17-Sep-86,0.9541,0.6784,154.94
18-Sep-86,0.9384,0.68,153.68
19-Sep-86,0.9382,0.6775,152.41
22-Sep-86,0.9545,0.6857,153.52
23-Sep-86,0.9645,0.6879,154.82
24-Sep-86,0.9628,0.6909,154.61
25-Sep-86,0.9647,0.6983,154.71
26-Sep-86,0.9624,0.6969,154.27
29-Sep-86,0.9531,0.6978,153.66
30-Sep-86,0.9539,0.6908,154.38
1-Oct-86,0.9531,0.692,154.44
2-Oct-86,0.9474,0.6971,154.16
3-Oct-86,0.9396,0.693,153.85
6-Oct-86,0.9382,0.6948,154.17
7-Oct-86,0.9432,0.696,154.11
8-Oct-86,0.9406,0.7052,154.22
9-Oct-86,0.9423,0.7014,154.85
10-Oct-86,0.9364,0.6983,154.32
13-Oct-86,0.9325,0.6977,154.24
14-Oct-86,0.9303,0.6956,153.92
15-Oct-86,0.9294,0.6952,154.07
16-Oct-86,0.9304,0.6943,154.17
17-Oct-86,0.9311,0.6992,154.26
20-Oct-86,0.9368,0.6992,154.76
21-Oct-86,0.9379,0.6967,155.14
22-Oct-86,0.9349,0.6976,155.5
23-Oct-86,0.94,0.7026,157.93
24-Oct-86,0.9579,0.7087,161.65
27-Oct-86,0.9619,0.7099,160.45
28-Oct-86,0.9566,0.7075,159.87
29-Oct-86,0.9552,0.707,160.41
30-Oct-86,0.9636,0.713,161.7
31-Oct-86,0.9714,0.71,163.5
3-Nov-86,0.9732,0.7079,163.91
4-Nov-86,0.9686,0.7073,163.82
5-Nov-86,0.9713,0.7035,164.42
6-Nov-86,0.9698,0.6978,163.25
7-Nov-86,0.9719,0.6995,163.05
10-Nov-86,0.9635,0.6958,162.73
11-Nov-86,0.959,0.6952,162.12
12-Nov-86,0.9541,0.7004,160.71
13-Nov-86,0.9521,0.7029,161.04
14-Nov-86,0.9454,0.6993,161.75
17-Nov-86,0.9495,0.7,162.87
18-Nov-86,0.9505,0.7026,162.74
19-Nov-86,0.9462,0.7033,162.5
20-Nov-86,0.9465,0.7083,162.63
21-Nov-86,0.9518,0.7074,163.87
24-Nov-86,0.9524,0.7052,164.14
25-Nov-86,0.9399,0.7022,162.52
26-Nov-86,0.9383,0.6983,162.77
27-Nov-86,0.939,0.6997,162.65
28-Nov-86,0.9324,0.6958,162.05
1-Dec-86,0.9268,0.6962,161.92
2-Dec-86,0.9311,0.6985,161.98
3-Dec-86,0.9318,0.6983,162.22
4-Dec-86,0.9331,0.6981,162.41
5-Dec-86,0.942,0.7002,162.4
8-Dec-86,0.9498,0.7045,162.5
9-Dec-86,0.9529,0.7034,162.67
10-Dec-86,0.9463,0.7017,162.62
11-Dec-86,0.9518,0.7024,162.65
12-Dec-86,0.9553,0.7002,163.12
15-Dec-86,0.9501,0.6975,163.12
16-Dec-86,0.9532,0.6986,163.9
17-Dec-86,0.9508,0.6992,163.52
18-Dec-86,0.9486,0.6997,162.92
19-Dec-86,0.9469,0.6978,163.14
22-Dec-86,0.9349,0.6936,162.54
23-Dec-86,0.929,0.6902,162.5
24-Dec-86,0.9307,0.6861,161.95
29-Dec-86,0.9213,0.6812,159.15
30-Dec-86,0.9225,0.681,159.95
31-Dec-86,0.9107,0.674,158.2
2-Jan-87,0.9084,0.6697,158.1
5-Jan-87,0.9149,0.6795,159.27
6-Jan-87,0.9107,0.6773,158.9
7-Jan-87,0.9162,0.6802,158.25
8-Jan-87,0.9152,0.6793,158.33
9-Jan-87,0.9128,0.6777,158.15
12-Jan-87,0.9011,0.6716,156.88
13-Jan-87,0.8921,0.6709,155.65
14-Jan-87,0.8775,0.6658,153.45
15-Jan-87,0.8749,0.664,153
16-Jan-87,0.8784,0.659,153.3
19-Jan-87,0.8631,0.6513,150.75
20-Jan-87,0.877,0.6575,152.55
21-Jan-87,0.8806,0.6579,153.9
22-Jan-87,0.8667,0.6521,151.87
23-Jan-87,0.8695,0.6554,152.95
26-Jan-87,0.8707,0.6555,152.67
27-Jan-87,0.8655,0.6544,152.15
28-Jan-87,0.8522,0.6481,150.9
29-Jan-87,0.8548,0.6498,152.06
30-Jan-87,0.8718,0.6603,153.55
2-Feb-87,0.8672,0.6593,152.95
3-Feb-87,0.8559,0.6549,152.14
4-Feb-87,0.865,0.6567,152.78
5-Feb-87,0.8751,0.6587,153.33
6-Feb-87,0.8841,0.6627,154.2
9-Feb-87,0.8717,0.6601,153.17
10-Feb-87,0.8573,0.6524,152.59
11-Feb-87,0.8676,0.6586,153.82
12-Feb-87,0.8673,0.6574,154.02
13-Feb-87,0.872,0.6579,153.65
16-Feb-87,0.8675,0.657,153.48
17-Feb-87,0.8652,0.653,153.15
18-Feb-87,0.8732,0.6534,153.83
19-Feb-87,0.8758,0.656,154.13
20-Feb-87,0.8708,0.6543,153.55
23-Feb-87,0.8724,0.6495,153.55
24-Feb-87,0.8742,0.6487,153.8
25-Feb-87,0.8715,0.6509,153.63
26-Feb-87,0.8677,0.6492,153.02
27-Feb-87,0.8711,0.6466,153.2
2-Mar-87,0.872,0.6393,153.42
3-Mar-87,0.8737,0.6408,153.63
4-Mar-87,0.8741,0.6387,153.62
5-Mar-87,0.8756,0.6344,153.77
6-Mar-87,0.8747,0.6301,153.43
9-Mar-87,0.8837,0.6292,153.69
10-Mar-87,0.8824,0.631,153.5
11-Mar-87,0.8896,0.6283,153.77
12-Mar-87,0.8861,0.63,153.6
13-Mar-87,0.8833,0.6346,152.68
16-Mar-87,0.8762,0.6334,151.44
17-Mar-87,0.8739,0.6259,151.65
18-Mar-87,0.8754,0.622,152.11
19-Mar-87,0.8733,0.6242,151.43
20-Mar-87,0.873,0.6245,151.65
23-Mar-87,0.8682,0.6193,150.36
24-Mar-87,0.8693,0.6216,149.7
25-Mar-87,0.8706,0.6225,149.17
26-Mar-87,0.8715,0.6234,149.17
27-Mar-87,0.8693,0.6234,147.65
30-Mar-87,0.8601,0.6213,146.39
31-Mar-87,0.8609,0.6234,146.17
1-Apr-87,0.8666,0.6242,146.65
2-Apr-87,0.8704,0.6279,147.02
3-Apr-87,0.8643,0.6192,145.56
6-Apr-87,0.8694,0.6178,146.08
7-Apr-87,0.8695,0.618,145.32
8-Apr-87,0.8759,0.6201,146.6
9-Apr-87,0.8708,0.6193,145.13
10-Apr-87,0.8631,0.6154,142.67
13-Apr-87,0.8614,0.6152,142.37
14-Apr-87,0.8591,0.6131,141.12
15-Apr-87,0.8607,0.6135,141.6
16-Apr-87,0.8643,0.6137,143
21-Apr-87,0.8624,0.6115,142.02
22-Apr-87,0.8687,0.6145,142.38
23-Apr-87,0.8652,0.6118,141.35
24-Apr-87,0.8532,0.6044,139.55
27-Apr-87,0.8502,0.6011,138.24
28-Apr-87,0.8585,0.6055,140.15
29-Apr-87,0.8567,0.6037,140.6
30-Apr-87,0.8559,0.6022,140.55
1-May-87,0.8508,0.5993,140.4
5-May-87,0.8461,0.5947,139
6-May-87,0.8458,0.5928,138.9
7-May-87,0.8497,0.5956,139.35
8-May-87,0.8559,0.5976,139.65
11-May-87,0.859,0.6022,140
12-May-87,0.8539,0.6003,139.47
13-May-87,0.8569,0.5994,140.02
14-May-87,0.854,0.596,139.55
15-May-87,0.8501,0.5951,139.4
18-May-87,0.8501,0.5941,139.87
19-May-87,0.8512,0.5948,140.08
20-May-87,0.8464,0.5929,139.72
21-May-87,0.8499,0.5954,140.45
22-May-87,0.8513,0.5988,140.57
26-May-87,0.8618,0.6088,143.17
27-May-87,0.8683,0.6196,143.47
28-May-87,0.8669,0.6141,143.35
29-May-87,0.87,0.6142,143.85
1-Jun-87,0.8751,0.6156,145.37
2-Jun-87,0.8591,0.607,141.7
3-Jun-87,0.8638,0.6096,142.85
4-Jun-87,0.8685,0.6153,144.15
5-Jun-87,0.8663,0.6131,143.6
8-Jun-87,0.861,0.6098,143.07
9-Jun-87,0.8589,0.6039,142.75
10-Jun-87,0.856,0.6028,142.15
11-Jun-87,0.8575,0.6018,142.52
12-Jun-87,0.8628,0.6046,143.65
15-Jun-87,0.8723,0.6135,144.85
16-Jun-87,0.8711,0.6111,144.25
17-Jun-87,0.8704,0.6114,144.47
18-Jun-87,0.871,0.614,144.52
19-Jun-87,0.873,0.6177,144.97
22-Jun-87,0.877,0.6252,145.72
23-Jun-87,0.8772,0.6268,146.25
24-Jun-87,0.8711,0.6179,145.2
25-Jun-87,0.8725,0.6202,146.2
26-Jun-87,0.8715,0.6198,146.1
29-Jun-87,0.8734,0.624,146.55
30-Jun-87,0.8724,0.6202,146.87
1-Jul-87,0.8718,0.6189,146.65
2-Jul-87,0.8738,0.6188,147.25
3-Jul-87,0.8778,0.621,148.65
6-Jul-87,0.8793,0.6195,149.3
7-Jul-87,0.8778,0.6177,149.6
8-Jul-87,0.8774,0.6177,149.97
9-Jul-87,0.877,0.6179,149.85
10-Jul-87,0.88,0.6198,150.62
13-Jul-87,0.8788,0.6182,150.9
14-Jul-87,0.8808,0.62,150.9
15-Jul-87,0.8733,0.613,148.7
16-Jul-87,0.8758,0.6132,150.15
17-Jul-87,0.8847,0.6202,152.55
20-Jul-87,0.8864,0.6231,152.7
21-Jul-87,0.8872,0.6241,152.4
22-Jul-87,0.8882,0.6273,152.42
23-Jul-87,0.8846,0.6234,150.9
24-Jul-87,0.8841,0.6229,150.05
27-Jul-87,0.884,0.6251,150.1
28-Jul-87,0.8864,0.6259,150.77
29-Jul-87,0.8853,0.6245,150.6
30-Jul-87,0.8852,0.6275,150.12
31-Jul-87,0.886,0.6277,149.9
3-Aug-87,0.8877,0.6307,150.4
4-Aug-87,0.8996,0.6369,151.85
5-Aug-87,0.8968,0.634,151
6-Aug-87,0.897,0.6348,151.05
7-Aug-87,0.9019,0.638,151.55
10-Aug-87,0.9042,0.6392,151.45
11-Aug-87,0.9042,0.6367,151.67
12-Aug-87,0.9019,0.633,151.2
13-Aug-87,0.8999,0.6324,151.32
14-Aug-87,0.8938,0.6291,149.8
17-Aug-87,0.8946,0.6283,149.8
18-Aug-87,0.882,0.6209,146.55
19-Aug-87,0.8784,0.6192,145.19
20-Aug-87,0.8739,0.6184,144.27
21-Aug-87,0.8672,0.6135,142.6
24-Aug-87,0.8665,0.6119,142.05
25-Aug-87,0.8688,0.6171,142.97
26-Aug-87,0.871,0.62,143.02
27-Aug-87,0.8658,0.6148,142.05
28-Aug-87,0.8649,0.6133,142.25
1-Sep-87,0.8638,0.6094,141.75
2-Sep-87,0.8601,0.6062,141.07
3-Sep-87,0.8559,0.6032,140.95
4-Sep-87,0.8563,0.6044,141.65
7-Sep-87,0.8548,0.602,141.8
8-Sep-87,0.8547,0.6025,141.72
9-Sep-87,0.8566,0.6053,141.55
10-Sep-87,0.861,0.6075,142.4
11-Sep-87,0.8564,0.604,142.2
14-Sep-87,0.8665,0.6111,144.6
15-Sep-87,0.8635,0.6084,143.8
16-Sep-87,0.8633,0.6075,143.95
17-Sep-87,0.8639,0.607,143.3
18-Sep-87,0.8596,0.604,142.65
21-Sep-87,0.8631,0.6058,143.35
22-Sep-87,0.8653,0.6082,143.92
23-Sep-87,0.8677,0.6092,143.95
24-Sep-87,0.8666,0.6107,143.65
25-Sep-87,0.8669,0.6107,143.65
28-Sep-87,0.8683,0.609,144.05
29-Sep-87,0.8746,0.6142,145.95
30-Sep-87,0.8746,0.6139,146.2
1-Oct-87,0.8782,0.6184,146.9
2-Oct-87,0.8781,0.6165,146.35
5-Oct-87,0.8772,0.6164,147
6-Oct-87,0.8725,0.6122,146.65
7-Oct-87,0.8689,0.6095,145.7
8-Oct-87,0.8671,0.6088,145
9-Oct-87,0.864,0.6062,143.95
12-Oct-87,0.8625,0.6048,143.3
13-Oct-87,0.8666,0.6073,143.8
14-Oct-87,0.8611,0.6042,142.6
15-Oct-87,0.856,0.6006,142
16-Oct-87,0.8568,0.6008,142.7
19-Oct-87,0.8438,0.5929,141.3
20-Oct-87,0.8593,0.6039,143.75
21-Oct-87,0.8607,0.6049,143.9
22-Oct-87,0.8609,0.6053,144.3
23-Oct-87,0.8575,0.6022,143.55
26-Oct-87,0.8436,0.5914,141.85
27-Oct-87,0.8422,0.5907,141.9
28-Oct-87,0.8341,0.5841,139.05
29-Oct-87,0.827,0.5792,137.95
30-Oct-87,0.8291,0.5804,138.35
2-Nov-87,0.8244,0.5779,137.4
3-Nov-87,0.8241,0.5754,137.4
4-Nov-87,0.8207,0.5725,137
5-Nov-87,0.8082,0.5648,135.55
6-Nov-87,0.8037,0.5596,135.05
9-Nov-87,0.799,0.5583,134.45
10-Nov-87,0.7997,0.5594,134.5
11-Nov-87,0.8043,0.5618,135.3
12-Nov-87,0.8098,0.5656,135.7
13-Nov-87,0.8123,0.5661,136.02
16-Nov-87,0.8214,0.5742,137.05
17-Nov-87,0.812,0.5679,135.7
18-Nov-87,0.8138,0.5679,136
19-Nov-87,0.8092,0.564,135.45
20-Nov-87,0.8046,0.5597,135.2
23-Nov-87,0.8007,0.558,134.55
24-Nov-87,0.8079,0.5632,135.35
25-Nov-87,0.8004,0.5569,134.9
26-Nov-87,0.8002,0.5574,134.55
27-Nov-87,0.7967,0.5537,133.8
30-Nov-87,0.7862,0.5459,132.17
1-Dec-87,0.7924,0.5499,132.85
2-Dec-87,0.7936,0.5507,132.6
3-Dec-87,0.7982,0.5543,133
4-Dec-87,0.8006,0.5563,132.77
7-Dec-87,0.8016,0.557,132.77
8-Dec-87,0.8008,0.5567,132.75
9-Dec-87,0.7976,0.5543,132.27
10-Dec-87,0.7887,0.5478,129.8
11-Dec-87,0.7855,0.5451,128.72
14-Dec-87,0.7811,0.543,127.7
15-Dec-87,0.7834,0.5457,127.6
16-Dec-87,0.7836,0.5467,127.45
17-Dec-87,0.7796,0.5453,126.25
18-Dec-87,0.7825,0.5472,126.9
21-Dec-87,0.7839,0.547,126.95
22-Dec-87,0.7819,0.5464,126.6
23-Dec-87,0.7862,0.5491,126.95
24-Dec-87,0.7817,0.5454,126
29-Dec-87,0.7667,0.5381,123.45
30-Dec-87,0.7672,0.5382,123.45
31-Dec-87,0.7548,0.5299,121
4-Jan-88,0.7622,0.5336,122.9
5-Jan-88,0.7806,0.5469,126.45
6-Jan-88,0.7921,0.5543,129.9
7-Jan-88,0.7882,0.5519,128.7
8-Jan-88,0.7926,0.5539,129.35
11-Jan-88,0.7854,0.549,128.2
12-Jan-88,0.7849,0.5493,127.52
13-Jan-88,0.7839,0.5485,126.65
14-Jan-88,0.7858,0.5501,126.75
15-Jan-88,0.8052,0.5643,130.55
18-Jan-88,0.8073,0.5648,130.2
19-Jan-88,0.8065,0.5643,129.26
20-Jan-88,0.7974,0.5582,127.67
21-Jan-88,0.7983,0.5576,127.55
22-Jan-88,0.8024,0.5612,127.72
25-Jan-88,0.8043,0.5645,127.85
26-Jan-88,0.8031,0.564,127.64
27-Jan-88,0.8016,0.5621,127.6
28-Jan-88,0.8002,0.5621,127.22
29-Jan-88,0.8041,0.565,127.8
1-Feb-88,0.8119,0.5698,129.57
2-Feb-88,0.8075,0.5659,128.3
3-Feb-88,0.8085,0.5657,128
4-Feb-88,0.812,0.5682,128.67
5-Feb-88,0.8132,0.57,128.95
8-Feb-88,0.8129,0.57,128.62
9-Feb-88,0.8164,0.5737,129.25
10-Feb-88,0.8106,0.5674,128.75
11-Feb-88,0.811,0.568,128.97
12-Feb-88,0.8205,0.5745,131.05
15-Feb-88,0.8193,0.5732,130.2
16-Feb-88,0.8196,0.5726,130.22
17-Feb-88,0.8178,0.5714,130.35
18-Feb-88,0.817,0.5711,129.72
19-Feb-88,0.8179,0.5718,129.22
22-Feb-88,0.8129,0.5671,129.22
23-Feb-88,0.8117,0.5663,128.73
24-Feb-88,0.8114,0.5658,128.57
25-Feb-88,0.8127,0.5664,128.7
26-Feb-88,0.8103,0.5643,128.25
29-Feb-88,0.81,0.564,128.32
1-Mar-88,0.8087,0.5631,128.33
2-Mar-88,0.8123,0.5653,129.17
3-Mar-88,0.8128,0.5653,129.2
4-Mar-88,0.8116,0.5645,128.87
7-Mar-88,0.8041,0.5507,128.17
8-Mar-88,0.7998,0.5427,128
9-Mar-88,0.7999,0.5413,128
10-Mar-88,0.8006,0.5427,128.02
11-Mar-88,0.7988,0.5395,127.32
14-Mar-88,0.7995,0.541,127.07
15-Mar-88,0.7991,0.5382,127.05
16-Mar-88,0.8022,0.5408,127.35
17-Mar-88,0.8092,0.5438,128.42
18-Mar-88,0.8136,0.5488,128.38
21-Mar-88,0.8109,0.5464,126.9
22-Mar-88,0.813,0.5466,127.26
23-Mar-88,0.8124,0.5445,126.81
24-Mar-88,0.8074,0.5436,125.96
25-Mar-88,0.8054,0.5451,125.57
28-Mar-88,0.7987,0.5394,124.36
29-Mar-88,0.798,0.5348,124.47
30-Mar-88,0.8005,0.5366,125.37
31-Mar-88,0.7954,0.5306,124.12
5-Apr-88,0.8006,0.5319,125.12
6-Apr-88,0.8003,0.5323,124.87
7-Apr-88,0.805,0.5355,125.77
8-Apr-88,0.8034,0.5339,125.72
11-Apr-88,0.8078,0.5391,126.62
12-Apr-88,0.8089,0.5399,126.4
13-Apr-88,0.8103,0.5419,126.17
14-Apr-88,0.7989,0.5334,123.87
15-Apr-88,0.797,0.5297,123.75
18-Apr-88,0.7971,0.5272,124.17
19-Apr-88,0.7983,0.5283,124.15
20-Apr-88,0.7982,0.5282,124
21-Apr-88,0.7991,0.5274,124.13
22-Apr-88,0.8025,0.5299,124.75
25-Apr-88,0.8048,0.5336,124.72
26-Apr-88,0.8035,0.5332,124.72
27-Apr-88,0.8048,0.5343,125.27
28-Apr-88,0.8014,0.5338,124.57
29-Apr-88,0.8045,0.5321,124.95
3-May-88,0.8057,0.5348,124.87
4-May-88,0.8066,0.5363,124.97
5-May-88,0.8062,0.5357,124.5
6-May-88,0.8071,0.5366,124.83
9-May-88,0.8069,0.5321,124.72
10-May-88,0.8052,0.5312,124.4
11-May-88,0.8054,0.5301,124.22
12-May-88,0.8066,0.5308,124.42
13-May-88,0.8072,0.529,124.65
16-May-88,0.8091,0.5285,124.82
17-May-88,0.8164,0.5373,125.85
18-May-88,0.8179,0.538,125.5
19-May-88,0.8148,0.5358,124.8
20-May-88,0.8158,0.5366,124.92
23-May-88,0.8157,0.5356,124.65
24-May-88,0.8148,0.5351,124.3
25-May-88,0.8158,0.5361,124.27
26-May-88,0.8177,0.5371,124.43
27-May-88,0.8208,0.5389,124.83
31-May-88,0.8259,0.5434,125.05
1-Jun-88,0.8277,0.5478,125.25
2-Jun-88,0.8292,0.5556,126.5
3-Jun-88,0.8266,0.5559,125.87
6-Jun-88,0.8247,0.5552,126.3
7-Jun-88,0.8256,0.552,125.71
8-Jun-88,0.8228,0.5504,125.3
9-Jun-88,0.8252,0.5513,125.22
10-Jun-88,0.8249,0.5506,124.95
13-Jun-88,0.8275,0.5497,125.22
14-Jun-88,0.8357,0.558,126.17
15-Jun-88,0.8399,0.5598,126.21
16-Jun-88,0.8386,0.5594,125.65
17-Jun-88,0.8404,0.5609,125.87
20-Jun-88,0.8422,0.5599,126.16
21-Jun-88,0.8422,0.56,126.45
22-Jun-88,0.8506,0.5642,128.55
23-Jun-88,0.854,0.568,128.5
24-Jun-88,0.8641,0.5752,130.12
27-Jun-88,0.872,0.587,131.02
28-Jun-88,0.8658,0.5817,130.77
29-Jun-88,0.8735,0.5838,132.97
30-Jun-88,0.8734,0.5863,133.77
1-Jul-88,0.8733,0.5877,134.07
4-Jul-88,0.877,0.5938,135.42
5-Jul-88,0.8742,0.5869,134.15
6-Jul-88,0.8733,0.5833,133.52
7-Jul-88,0.87,0.5823,131.77
8-Jul-88,0.8786,0.5881,133.07
11-Jul-88,0.8844,0.5919,133.05
12-Jul-88,0.8809,0.5905,132.67
13-Jul-88,0.8855,0.5914,132.82
14-Jul-88,0.8845,0.5911,133.05
15-Jul-88,0.8985,0.6013,135.2
18-Jul-88,0.9011,0.5984,134.8
19-Jul-88,0.8946,0.5914,134.12
20-Jul-88,0.8874,0.5854,133.27
